549;"172.110"
545;"172.110"
547;"172.110"
547;"172.110"
546;"172.120"
550;"172.120"
550;"172.110"
541;"172.120"
547;"172.120"
549;"172.120"
550;"172.120"
548;"172.120"
546;"172.120"
545;"172.120"
543;"172.120"
545;"172.130"
545;"172.130"
545;"172.130"
547;"172.120"
547;"172.130"
549;"172.130"
546;"172.130"
547;"172.130"
546;"172.130"
546;"172.130"
547;"172.130"
548;"172.130"
547;"172.130"
549;"172.140"
549;"172.131"
546;"172.130"
540;"172.130"
546;"172.130"
547;"172.130"
544;"172.130"
548;"172.130"
544;"172.130"
544;"172.130"
548;"172.130"
542;"172.125"
662;"172.101"
656;"172.107"
654;"172.100"
655;"172.090"
652;"172.080"
652;"172.081"
550;"172.090"
548;"172.090"
549;"172.090"
548;"172.100"
549;"172.100"
549;"172.110"
544;"172.110"
550;"172.110"
549;"172.110"
547;"172.110"
544;"172.110"
547;"172.110"
546;"172.100"
659;"172.090"
660;"172.090"
662;"172.080"
652;"172.080"
658;"172.070"
669;"172.060"
663;"172.050"
662;"172.050"
658;"172.040"
666;"172.046"
556;"172.050"
543;"172.040"
544;"172.040"
547;"172.040"
547;"172.040"
548;"172.040"
544;"172.040"
544;"172.040"
548;"172.046"
545;"172.050"
548;"172.050"
547;"172.040"
547;"172.048"
526;"172.050"
523;"172.042"
524;"172.050"
525;"172.050"
520;"172.060"
520;"172.060"
526;"172.060"
524;"172.060"
523;"172.070"
525;"172.070"
523;"172.070"
523;"172.070"
524;"172.080"
525;"172.080"
521;"172.080"
523;"172.080"
522;"172.089"
522;"172.090"
526;"172.090"
526;"172.090"
525;"172.091"
523;"172.100"
525;"172.100"
531;"172.100"
526;"172.100"
527;"172.110"
528;"172.110"
522;"172.119"
527;"172.120"
531;"172.120"
529;"172.120"
529;"172.130"
531;"172.130"
530;"172.133"
528;"172.140"
523;"172.140"
528;"172.140"
528;"172.140"
527;"172.140"
534;"172.150"
529;"172.150"
529;"172.150"
526;"172.160"
530;"172.160"
530;"172.160"
530;"172.160"
529;"172.160"
524;"172.170"
524;"172.162"
524;"172.170"
525;"172.170"
529;"172.170"
526;"172.170"
532;"172.170"
528;"172.180"
525;"172.180"
524;"172.180"
525;"172.190"
519;"172.190"
523;"172.190"
518;"172.190"
521;"172.200"
518;"172.196"
520;"172.200"
522;"172.200"
521;"172.200"
517;"172.200"
520;"172.200"
525;"172.200"
523;"172.200"
517;"172.190"
521;"172.190"
534;"172.190"
534;"172.190"
524;"172.180"
577;"172.170"
572;"172.170"
575;"172.163"
579;"172.160"
575;"172.160"
573;"172.160"
573;"172.150"
573;"172.140"
575;"172.150"
574;"172.150"
573;"172.140"
575;"172.140"
576;"172.140"
577;"172.140"
572;"172.140"
576;"172.140"
578;"172.140"
575;"172.140"
574;"172.140"
575;"172.149"
429;"172.140"
578;"172.130"
578;"172.130"
581;"172.130"
579;"172.120"
578;"172.120"
578;"172.120"
578;"172.120"
573;"172.120"
573;"172.120"
575;"172.120"
572;"172.120"
574;"172.120"
576;"172.130"
573;"172.130"
572;"172.130"
571;"172.140"
573;"172.140"
574;"172.145"
574;"172.150"
572;"172.150"
576;"172.150"
574;"172.160"