0,140,135,145,130,159.10489164727076
0,140,135,140,130,157.8239975019209
0,140,135,140,130,157.8239975019209
0,140,135,140,130,157.8239975019209
0,140,135,140,130,157.87733731102085
0,140,135,145,130,159.1589759513707
0,140,135,145,130,159.10489164727076
0,135,135,140,130,156.5825342122771
0,140,135,140,130,157.87733731102085
0,140,135,145,130,159.1589759513707
0,140,135,145,130,159.1589759513707
0,140,135,145,130,159.1589759513707
0,140,135,140,130,157.87733731102085
0,140,135,140,130,157.87733731102085
0,140,135,140,130,157.87733731102085
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.87733731102085
0,140,135,140,130,157.93067712012078
0,140,135,145,130,159.21306025547068
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,145,130,159.21306025547068
0,140,135,140,130,157.93067712012078
0,140,135,145,130,159.2671445595706
0,140,135,145,130,159.21846868588068
0,140,135,140,130,157.93067712012078
0,135,135,140,130,156.63524613387705
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,145,130,159.21306025547068
0,140,135,140,130,157.93067712012078
0,140,135,140,130,157.93067712012078
0,140,135,145,130,159.21306025547068
0,135,135,140,130,156.60889017307704
125,135,135,140,125,187.11910266885383
125,135,130,140,125,185.80945452262497
125,135,130,140,125,185.76551202010495
125,135,130,140,125,185.702737016505
125,135,130,135,125,184.27764558096226
125,135,130,135,125,184.28385036882213
0,140,135,145,130,158.9967230390707
0,140,135,145,130,158.9967230390707
0,140,135,145,130,158.9967230390707
0,140,135,145,130,159.05080734317065
0,140,135,145,130,159.05080734317065
0,140,135,145,130,159.10489164727076
0,140,135,140,130,157.8239975019209
0,140,135,145,130,159.10489164727076
0,140,135,145,130,159.10489164727076
0,140,135,140,130,157.8239975019209
0,140,135,140,130,157.8239975019209
0,140,135,140,130,157.8239975019209
0,140,135,140,130,157.7706576928208
125,135,135,140,125,187.04937798239382
125,135,135,140,125,187.04937798239382
125,135,135,140,125,186.9859919037939
125,135,130,135,125,184.27764558096226
125,135,135,140,125,186.92260582519376
130,135,135,140,130,189.48810472943939
125,135,135,140,130,188.11785730982592
125,135,135,140,125,186.79583366799386
125,135,135,140,125,186.73244758939376
125,135,135,140,130,188.09222885368578
0,140,135,145,135,160.05429001326624
0,140,135,140,130,157.45061883822078
0,140,135,140,130,157.45061883822078
0,140,135,140,130,157.45061883822078
0,140,135,140,130,157.45061883822078
0,140,135,145,130,158.72630151857066
0,140,135,140,130,157.45061883822078
0,140,135,140,130,157.45061883822078
0,140,135,145,130,158.7587521010306
0,140,135,140,130,157.50395864732087
0,140,135,145,130,158.78038582267075
0,140,135,140,130,157.45061883822078
0,140,135,140,130,157.49329068550082
0,130,130,140,125,152.05012846105097
0,130,130,140,125,152.00948901917093
0,130,130,140,125,152.05012846105097
0,130,130,140,125,152.05012846105097
0,130,130,135,125,150.6897141904452
0,130,130,135,125,150.6897141904452
0,130,130,140,125,152.10092776340093
0,130,130,140,125,152.10092776340093
0,130,130,140,125,152.1517270657509
0,130,130,140,125,152.1517270657509
0,130,130,140,125,152.1517270657509
0,130,130,140,125,152.1517270657509
0,130,130,140,125,152.202526368101
0,130,130,140,125,152.202526368101
0,130,130,135,125,150.78985854514525
0,130,130,140,125,152.202526368101
0,130,130,135,125,150.83492350476018
0,130,130,135,125,150.83993072249518
0,130,130,140,125,152.25332567045095
0,130,130,140,125,152.25332567045095
0,130,130,140,125,152.258405600686
0,130,130,140,125,152.3041249728009
0,130,130,140,125,152.3041249728009
0,135,130,140,125,153.71453319099055
0,130,130,140,125,152.3041249728009
0,130,130,140,125,152.354924275151
0,135,130,140,125,153.76594897584067
0,130,130,135,125,150.98514003681018
0,130,130,140,125,152.40572357750096
0,135,130,140,125,153.81736476069062
0,135,130,140,125,153.81736476069062
0,135,130,140,125,153.86878054554057
0,135,130,140,125,153.86878054554057
0,135,130,140,125,153.88420528099562
0,135,130,140,125,153.9201963303905
0,130,130,140,125,152.50732218220088
0,135,130,140,125,153.9201963303905
0,135,130,140,125,153.9201963303905
0,130,130,140,125,152.50732218220088
0,135,135,140,125,155.365349681989
0,135,130,140,125,153.97161211524062
0,135,130,140,125,153.97161211524062
0,130,130,140,125,152.6089207869009
0,135,130,140,125,154.02302790009057
0,135,130,140,125,154.02302790009057
0,135,130,140,125,154.02302790009057
0,135,130,140,125,154.02302790009057
0,130,130,140,125,152.65972008925087
0,130,130,140,125,152.61908064737094
0,130,130,140,125,152.65972008925087
0,130,130,140,125,152.65972008925087
0,135,130,140,125,154.0744436849405
0,130,130,140,125,152.65972008925087
0,135,130,140,125,154.0744436849405
0,135,130,140,125,154.1258594697906
0,130,130,140,125,152.71051939160097
0,130,130,140,125,152.71051939160097
0,130,130,140,125,152.7613186939509
0,130,130,135,125,151.3406524959952
0,130,130,140,125,152.7613186939509
0,130,130,135,125,151.3406524959952
0,130,130,135,125,151.39072467334518
0,130,130,135,125,151.37069580240518
0,130,130,135,125,151.39072467334518
0,130,130,135,125,151.39072467334518
0,130,130,135,125,151.39072467334518
0,130,130,135,120,149.91672238594873
0,130,130,135,125,151.39072467334518
0,130,130,140,125,152.81211799630088
0,130,130,140,125,152.81211799630088
0,130,130,135,120,149.8673495828488
0,130,130,135,125,151.3406524959952
0,135,135,140,125,155.57345712138897
0,135,135,140,125,155.57345712138897
0,130,130,140,125,152.71051939160097
0,145,145,145,140,165.49745365195537
0,145,140,145,140,164.343033858833
0,145,145,145,140,165.4573487643355
0,145,145,150,140,166.5754761593667
0,145,145,145,140,165.44016095535542
0,145,145,145,140,165.44016095535542
0,145,145,145,140,165.38286825875548
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.38286825875548
0,145,145,145,140,165.38286825875548
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.32557556215534
0,145,140,145,140,164.17305529403302
0,145,145,145,140,165.32557556215534
0,145,145,150,140,166.45936703616664
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.37713898909544
0,0,145,145,140,126.86949965240186
0,145,145,150,140,166.40131247456668
0,145,145,150,140,166.40131247456668
0,145,145,150,140,166.40131247456668
0,145,145,150,140,166.3432579129667
0,145,145,150,140,166.3432579129667
0,145,145,150,140,166.3432579129667
0,145,145,150,140,166.3432579129667
0,145,145,145,140,165.21099016895545
0,145,145,145,140,165.21099016895545
0,145,145,145,140,165.21099016895545
0,145,140,145,140,164.0597362508331
0,145,145,145,140,165.21099016895545
0,145,145,145,140,165.26828286555542
0,145,145,145,140,165.26828286555542
0,145,140,145,140,164.11639577243307
0,145,140,145,140,164.17305529403302
0,145,145,145,140,165.32557556215534
0,145,145,145,140,165.3542219104555
0,145,145,145,140,165.38286825875548
0,145,140,145,140,164.22971481563312
0,145,145,145,140,165.38286825875548
0,145,145,145,140,165.44016095535542
